פתרון,הגדרה,אורך,מחבר,מספר
ינמנמ,המטבע של קרלוס לא יחזיק ראש (5),5,אודי הרשקוביץ,156
ינצורבלבו,"הוא לא ישכח שהיה לינץ' ורבו (5, 4)",9,אודי הרשקוביץ,428
ינקואחריה,"יכולה ללכלך תחת מעקב של מרסל (4, 5)",9,דוד זהבי,24
ינשא,אני מאמין שאחי לא ישאר רווק (4),4,דוד זהבי,635
ינשופ,תראה מטבע חכם בלילה (5),5,אודי הרשקוביץ,50
ינשופימ,שוב הם סימנו את המקומות של זוג ציפורים (7),7,אודי הרשקוביץ,517
ינשלו,"הוא הבעלים של המטבע, ובגללם לא יקבלו כלום (5)",5,דוד זהבי,284
ינשנשו,עם המטבע שגבו לא ישארו רעבים (6),6,אודי הרשקוביץ,21
ינתוצ,"כשאת חוזרת תעבירי את הפקודה, והוא יהרוס (5)",5,אודי הרשקוביץ,74
יסבלו,הוא ישב בנחת בזמן שלהם יהיה רע (5),5,אודי הרשקוביץ,328
יסגורפער,"אישור אנגלי סוחף את בן יהודה שיתקרב לרף (5, 3) (מ)",8,דוד זהבי,618
יסד,הצליח לבנות למרות שלא היה לו שום דבר ביד (3),3,אודי הרשקוביץ,70
יסדיר,איך אפשר להכניס דירה לפה? הוא ימצא דרך (5),5,דוד זהבי,494
יסו,אין שום דבר במרכז הקיום ביוון (3),3,דוד זהבי,73
יסוד,בסיס חוזר אדוק (4),4,דוד זהבי,618
יסודי,"בי""ס הפך כל אבן (5)",5,דוד זהבי,135
יסודי,"לא צריך יותר מחברת תקשורת, זה למתחילים (5)",5,דוד זהבי,329
יסולח,הכניסו לחימום אבל זה לא נורא (5),5,דוד זהבי,198
יסומנ,הכניסו לצייתן שש אז יהיה לו קשה להסתוות (5),5,דוד זהבי,239
יסורימ,אף אחד לא רוצה לקבל עשרה אויבים (6),6,דוד זהבי,516
יסורס,נסים יחזור ולא יוכל להתרבות (5),5,דוד זהבי,340
יסכל,ישים שמן לזה שיפריע (4),4,אודי הרשקוביץ,289
יסמינ,פרח שהחדירו לו סם למשקה (5),5,דוד זהבי,300
יסמינ,"אין כלום בירושלים, גם המטבע פרח (5)",5,אודי הרשקוביץ,628
יסמנ,הדוד במטבע נוהג להסכים (4),4,דוד זהבי,257
יסמניק,חנפן לפני בעל חיים במשטרה (6),6,אודי הרשקוביץ,223
יסננ,"לא יסכים לדבר, רק ילחש (4)",4,דוד זהבי,338
יסער,"כן, בן יהודה, אך באופן שבגללו בן יהודה ירגז (4)",4,דוד זהבי,471
יסרב,"שוב המנכ""ל לשעבר יהיה נגד (4)",4,דוד זהבי,384
יסתייד,גיסתי ידועה אבל הוא אולי לא יזהה אותה (6),6,דוד זהבי,231
יסתלקומנהעולמ,"נעלמו מהסקילות ולכן ימותו (6, 2, 5)",13,דוד זהבי,100
יסתר,"אין שום דבר בין האחרים, יהרסו אותו (4)",4,דוד זהבי,327
יעד,ראה/י 1 מאונך,3,דוד זהבי,633
יעדמבוצר,"ביער יש כנראה פצועים ולכלוך כי קשה לכבוש אותו (3, 5)",8,דוד זהבי ואודי הרשקוביץ,225
יעה,מחתה בצורה חצי מפתיעה (3),3,אודי הרשקוביץ,585
יעודי,מותאם הופך למצבה ותל (5),5,דוד זהבי,22
יעז,טסו לפני? הוא לא יפחד (3),3,אודי הרשקוביץ,607
יעזור,ראה/י 5 מאונך,5,דוד זהבי,351
יעיל,בעזרת מפתח חיצוני הוא מזיז דברים (4),4,דוד זהבי,251
יעל,"אם אתה יכול, תחליף כובע לחיה (3)",3,אודי הרשקוביץ,113
יעל,דן דין בהמה (3),3,אודי הרשקוביץ,164
יעל,מפריע לי שהיא חיה (3),3,דוד זהבי,178
יעל,"עם 1 מאונך. נמצא במידה מסויימת על הספורטאית (3, 3)",3,אודי הרשקוביץ,505
יעלגבירצ,"לאבא של איתמר יש בחוץ עצה לעיתונאית (3, 5)",8,אודי הרשקוביץ,597
יעלגרמנ,"שרה פעם על למידה בעוף (3, 4)",7,אודי הרשקוביץ,401
יעלגרמנ,"שרה בין מגמגם וגבוה (3, 4)",7,דוד זהבי,402
יעלגרמנ,"שרה על גרמני (3, 4)",7,אודי הרשקוביץ,503
יעלדיינ,"דור שלישי בכנסת, הן לא צריכות יותר מחיה (3, 4) (מ)",7,דוד זהבי,284
יעלההונ,"בשביל לקבל נוה שכזה נצטרך הרבה כסף (4, 3)",7,אודי הרשקוביץ,430
יעלהויבוא,"דן, זו קריאה להגיע בשיר ובתפילה (4, 5)",9,אודי הרשקוביץ,32
יעלהלולראש,"יתנשא או יתפרץ, תלוי איזה משקה (4, 2, 4)",10,דוד זהבי,324
יעלולהמ,"מגיע בסוף, דולה מספיק - הם עוד ישלמו (4, 3)",7,אודי הרשקוביץ,501
יעלולרגל,"יש חשש שהוא יאסוף מידע מבחוץ והם יתקבצו (4, 4)",8,דוד זהבי,335
יעלולרגל,"מה יעשו הגרביים בדרך לירושלים? (4, 4)",8,אודי הרשקוביץ,536
יעלימ,לא יראה חיות (5),5,אודי הרשקוביץ,60
יעליממס,"איזו עברה הוא יעשה שוב? שככי את הכאבים בפה שלי (5, 2)",7,דוד זהבי,398
יעלימעינ,"אם אכן לא יקפיד, יהפוך את המילה הראשונה ל""ילים"" (5, 3)",8,דוד זהבי,567
יעלמועמהשנימ,"הבחור שלו אתה בין אלה שכבר זמן רב ולא ישרדו (5, 2, 5)",12,דוד זהבי,300
יעלשלביה,"שחקנית שיודעת למזג בעיה אחרי עשר (3, 5)",8,דוד זהבי,490
יעלשלביה,"לפי הדוגמנית, ההתפתחות שלה חיה (3, 5)",8,דוד זהבי,516
יעלשרוני,"השחקנית נמצאת גבוה מהבכיר בחודש (3, 5)",8,דוד זהבי,239
יעלשרוני,"למד ב 10 ביוני על השחקנית (3, 5)",8,אודי הרשקוביץ,426
יעלת,"עם 5 מאונך. בין בע""ח ריק ליפה (4, 2)",4,אודי הרשקוביץ,287
יעלתחנ,"שוב נחליף לחורבה יפה (4, 2)",6,אודי הרשקוביץ,77
יעמידלדינ,"מספיק לא משפיע עליו במטבע, אז הוא יתבע (5, 4)",9,דוד זהבי,618
יענ,בגלל העוף (3),3,אודי הרשקוביץ,1
יענ,בגלל שהוא דומה ל 8 מאוזן (3),3,אודי הרשקוביץ,119
יענה,יתן תשובה לאמא של הציפור (4),4,דוד זהבי,224
יענטע,תשתול ציפור שלא שומרת סוד (5),5,דוד זהבי,47
יעני,כאילו זה בגללי? (4),4,דוד זהבי ואודי הרשקוביץ,175
יענימ,"עופות, כלומר מספיק (5)",5,דוד זהבי,633
יענש,בגלל שהוא יחטוף על זה (4),4,דוד זהבי,202
יעפ,"מגיע פה, בשמים (3)",3,אודי הרשקוביץ,52
יעפ,הטיסה יגעה אותו (3),3,דוד זהבי,498
יעפ,בכי שעולה עד השמיים (3),3,אודי הרשקוביץ,511
יעפ,הוא בשמיים למרות שאין לו כח (3),3,אודי הרשקוביץ,532
יעפ,איזו בעיטה יש במרחק שלוש אחרי זמן? (3),3,דוד זהבי,582
יעפת,מגיע פתאום אחרי טיסה? זה דווקא צפוי (4),4,אודי הרשקוביץ,168
יעפת,מגיע פתאום אחרי טיסה? זה דווקא די צפוי (4),4,אודי הרשקוביץ,226
יעצו,"עם 5 מאונך. קבלתי טיפ על צווי (4, 2)",4,דוד זהבי,218
יעקב,ראה/י 22 מאונך,4,אודי הרשקוביץ,562
יעקב,שברי עולה אב (4),4,אודי הרשקוביץ,607
יעקבבודו,"שחקן שמטרתו בחיים לאכול קציצה (4, 4)",8,אודי הרשקוביץ,497
יעקבבודו,"שחקן שכל מטרתו בחיים זה לאכול קציצה (4, 4)",8,אודי הרשקוביץ,534
יעקבבודו,"שחקן שכל מטרתו בחיים - לאכול קציצה (4, 4)",8,אודי הרשקוביץ,550
יעקבדורי,"מפקד שיגיע אחרי אלה שנולדו בזמני (4, 4)",8,דוד זהבי,496
יעקבטירקל,"כבוד השופט: מפקד השמירה אולי גזר ביעל (4, 5)",9,דוד זהבי,2
יעקבטרנר,"אחראי בטחון שר ביער והיה גם ראש עיר ומפקד (4, 4)",8,דוד זהבי,594
יעקבמרידור,"עוד ידקרו ערבים פעם בכנסת (4, 6)",10,אודי הרשקוביץ,11
יעקבנאמנ,"שר לשעבר לא יסמוך על זה שאפשר לסמוך עליו (4, 4)",8,דוד זהבי,455
יעקבפרי,"את פי עקרי, אומר השר לשעבר (4, 3)",7,אודי הרשקוביץ,160
יעקובינימ,יניע קוים בצרפת (9),9,אודי הרשקוביץ,30
יער,ג'ונגל עביר (3),3,דוד זהבי,4
יער,עופר יתיר בן שמן (3),3,אודי הרשקוביץ,444
יער,ראה/י 22 מאונך,3,אודי הרשקוביץ,544
יעראודמ,"בגולן שוב הבגד שלו זמני (3, 4)",7,דוד זהבי,112
יעראודמ,"בגולן כשהוא חוזר הבגד שלו מיועד להחלפה (3, 4)",7,דוד זהבי,249
יערב,הקוקטייל שהוא יכין יצא טעים (4),4,אודי הרשקוביץ,511
יערבנשמנ,"קוראים להן שהוא ישתף אותם במרכז (3, 2, 3)",8,אודי הרשקוביץ,377
יערבנשמנ,"מה שהיה בכד יבלבל אותן במרכז (3, 2, 3)",8,אודי הרשקוביץ,607
יערה,העיר או המושב (4),4,דוד זהבי,97
יערה,ישפוך את מה שיש בכוורת (4),4,אודי הרשקוביץ,399
יערותגשמ,"הן בהכרה? התקרב בירושלים או בדרום אמריקה למשל (5, 3)",8,דוד זהבי,261
יערי,הפרשן מציע ריסון (4),4,דוד זהבי,251
יערמ,ערבים יאספו את זה שהתפזר (4),4,אודי הרשקוביץ,379
יערקולה,"יברחו ממנה ליד אלעד (3, 4)",7,אודי הרשקוביץ,542
יערקטינ,"הציפור מכילה חולצה בלבד, ושם היה טבח (3, 4) (ח)",7,דוד זהבי,190
יערתדבש,"איזה דבר עשית בכוורת? (4, 3)",7,אודי הרשקוביץ,272
יעשהאתהמות,"הרחיקי את סוף החדר מהסוף, הוא יערים קשיים (4, 2, 4)",10,דוד זהבי,467
יעשהאתשלו,"ותשאלי שעה מה תפקיד הזמן  (4, 2, 3)",9,דוד זהבי,84
יעשהלכטובה,"ידאג שתוכל לנגן, אבל לא בזכותך (4, 2, 4)",10,דוד זהבי,49
יפברקו,ימציאו משהו שיחליף ברק ורעם (6),6,אודי הרשקוביץ,195
יפה,מצדו מראה עולה בעין (3),3,דוד זהבי,404
יפה,ראה/י 18 מאונך,3,דוד זהבי,410
יפה,"עלה בעין, מנה נפש (3)",3,דוד זהבי,480
יפה,ראה/י 18 מאוזן,3,אודי הרשקוביץ,595
יפה,עלה מדי בעין (3),3,דוד זהבי,629
יפהדרעי,"לפי אשת השר יש קול לא מוצלח בחן (3, 4)",7,דוד זהבי,582
יפהלהפליא,"איזו תותחית, חצי מטבע אחד מקסים (3, 6)",9,דוד זהבי,510
יפהלכ,"כל הכבוד! שוב אני לא יכול לאכול או לדבר! (3, 2)",5,דוד זהבי,494
יפהמאוד,"נראה טוב ביד המנהיג כאן (3, 4) (מ)",7,אודי הרשקוביץ,181
יפהמצדו,"מסתובב עם דוגמנית, כל הכבוד לו (3, 4)",7,אודי הרשקוביץ,36
יפהמצידמ,"עשו ג'סטה,  נראה יותר טוב ממה שהם הצליחו לתפוס (3, 5) (מ)",8,דוד זהבי,348
יפהנופ,"שוב גירשו מספר פעמים בירושלים (3, 3)",6,אודי הרשקוביץ,215
יפהתאר,"אוהבים להסתכל עליו ושוב היא הסתכלה על חלק מפני (3, 3) (ח)",6,דוד זהבי,318
יפהתואר,"מהאנדרלמוסיה הרפואית יצא משהו שנראה מצוין (3, 4)",7,אודי הרשקוביץ,515
יפו,קשטו את העיר (3),3,אודי הרשקוביץ,17
יפו,טעה בהפרש אות אחת מהעיר (3),3,דוד זהבי,24
יפו,היא העתיקה באמצע החיפושים (3),3,אודי הרשקוביץ,42
יפו,ראה/י 30 מאוזן,3,דוד זהבי ואודי הרשקוביץ,125
יפו,ראה/י 24 מאונך,3,דוד זהבי,196
יפו,סיפורה של העיר (3),3,אודי הרשקוביץ,595
יפו,ראה/י 2 מאונך,3,דוד זהבי,637
יפוסק,הבהמה בהפסקה? הפוך יהיה יותר קל לקרוא את זה (5),5,אודי הרשקוביץ,115
יפורסמ,עיר נגד שיוודע לכולם (6),6,דוד זהבי,367
יפותח,יקדמו את רב העיר (5),5,אודי הרשקוביץ,79
יפותתאר,"תסביר לי איך נראית העיר במילים לא מכוערות (4, 3) (ח)",7,אודי הרשקוביץ,115
יפי,"עם 1 מאונך. חיות הכפל חוזרות לרחוץ בנקי כפיהן (3, 3)",3,אודי הרשקוביץ,462
יפיהבלורית,"תכוונו לאמצע של ילד הפרחים בחזרה להרוגי תש""ח (3, 7)",10,אודי הרשקוביץ,366
יפיופ,"מזלזלים בו עשרה, אבל הפה שלו הוא פה (5)",5,דוד זהבי,51
יפילאתהפור,"יתופף לאריה שיחליט (4, 2, 4)",10,אודי הרשקוביץ,450
יפילחתתו,"יפחיד את גנבת ביתו (4, 4) (ח)",8,אודי הרשקוביץ,434
יפיצ,יפזר בחזרה לבני (4),4,דוד זהבי,378
יפיצ,עולה לבני שיפזר (4),4,דוד זהבי,643
יפית,בכיף יתארח אחרי גימל (4),4,אודי הרשקוביץ,17
יפליא,בכיף ליאור ידהים (5),5,אודי הרשקוביץ,5
יפנ,טעם אחד לפני הארץ (3),3,דוד זהבי,69
יפנ,"פה, בתוך המטבע המקומי (3)",3,אודי הרשקוביץ,89
יפנהאתהראש,"מוציא את כל מה שיש בשארית החדר בחזרה כדי שלא יראה (4, 2, 4)",10,דוד זהבי,490
יפנו,טעמה ממש לפני שהם יקחו את זה מפה (4),4,אודי הרשקוביץ,179
יפנו,ילכו על קו אחר: לא ישאירו כלום (4),4,דוד זהבי,255
יפנימ,יבין עם עשרים עינים (5),5,דוד זהבי,4
יפנצר,אויב המדינה יגרום לתקלה (5),5,אודי הרשקוביץ,466
יפסוק,כץ עזר אחרי שימסור מה שיחליט (5),5,דוד זהבי,424
יפעל,ביל טס בחזרה ויעשה משהו (4),4,דוד זהבי,380
יפעת,מי מעדיף עתון בקיבוץ? (4),4,דוד זהבי,214
יפעת,קיבוץ שעדיף עתון (4),4,דוד זהבי,338
יפעתשאשא,"עם 18 מאוזן. במדינה כבר הגיע הזמן שינקו אותי ויזיזו את זו שעברה לאחרונה (4, 4, 5)",8,אודי הרשקוביץ,401
יפצחו,יתחילו לשבור (5),5,אודי הרשקוביץ,36
יפקדו,נוסיף קדושה ויוסיפו מצביעים (5),5,דוד זהבי,302
יפר,לא ישמור שוב על מפלגה מהעבר (3),3,דוד זהבי,165
יפרושכנפימ,"לא ישאר, לא ישאר בסיס ארבעים פעם (5, 5)",10,דוד זהבי,320
יפרח,"אולי יקיים את התשיעי, כשיהיה לו טוב (4)",4,דוד זהבי,137
יפרח,ישמור אולי שבעה ויראה טוב (4),4,דוד זהבי,390
יפריש,"תוסיף רישיון, כדי שתהיה לו פנסיה (5)",5,דוד זהבי,66
יפרצובבכי,"בכיף, רצוי אפילו, אבל הם לא ייהנו בכלל (5, 4)",9,אודי הרשקוביץ,50
