פתרון,הגדרה,אורך,מחבר,מספר
חטאינו,חסרה שן בגלל מה שעשינו לא טוב (6) (מ),6,אודי הרשקוביץ,332
למיינ,מבררים זהות בעל המטבע לסדר (וגם למדינה) (5),5,אודי הרשקוביץ,332
נעמה,שמה את הכתובת שוב בערבה (4),4,אודי הרשקוביץ,332
קר,צ'ק דחוי באחד ללא רגש (2),2,אודי הרשקוביץ,332
קיפוד,ראה/י 15 מאוזן,5,אודי הרשקוביץ,332
שלמההמלכ,"טיפש? למה הם לכלכו עליו בתנ""ך? (4, 4)",8,אודי הרשקוביץ,332
רכלו,ספרו עליו שבשבילו זה דווקא לא קשה (4),4,אודי הרשקוביץ,332
טנקיסטימ,יצא בלי בעיות במבחנים בשריון (8),8,אודי הרשקוביץ,332
לאמרוכז,"אתמול אמרו: כזה שמתקשה לחשוב (2, 5)",7,אודי הרשקוביץ,332
חופדור,"לא עלינו, הוא שוב דולק ליד הבונים? (3, 3)",6,אודי הרשקוביץ,332
ידעלהדופק,"הצליח לעצור מאה ולהישאר מעודכן (2, 2, 5)",9,אודי הרשקוביץ,332
שמוליק,"עם 5 מאוזן. קיבלתי חרא של אוכל אמריקאי וסיפור לילדים (6, 5)",6,אודי הרשקוביץ,332
פריקזה,סך הכל הוא קצת מוזר המאכל הזה (6),6,אודי הרשקוביץ,332
חסריהגדרה,"לא יודעים מי הם, ולכן הם לא יכנסו לתשבץ (4, 5)",9,אודי הרשקוביץ,332
סימלתנ,הייתן לדוגמא איך מעבירים כרטיס לחיה (6) (מ),6,אודי הרשקוביץ,332
אומריהנ,"הנאורים הם סתם חנפנים (5, 2)",7,אודי הרשקוביץ,332
עברילידר,"תחלפי בסמוך לרב ששר (4, 4)",8,אודי הרשקוביץ,332
וקומ,חיבוק ומחמאה כשאין כלום (4) (ח),4,אודי הרשקוביץ,332
היתרבניה,"רק הוא לא הילד שלה, אם תרצה לסגור מרפסת, למשל (4, 4) (מ)",8,אודי הרשקוביץ,332
וחומר,ראה/י 5 מאונך,5,אודי הרשקוביץ,332
רבותיכ,קרבו תיכון ומהם אתה לומד (6),6,דוד זהבי,333
אביבנעורימ,"סבא וסבתא שלי לא רואים: היתה שמלה במבצע (4, 6)",10,דוד זהבי,333
הר,"עם 5 מאוזן. מתלבטת בין להיות אמא לתפקיד ביצועי בכנסיה (2, 5) (מ)",2,דוד זהבי,333
רבתמ,"אין לכם שלום, פוסק שלם (4)",4,דוד זהבי,333
בעיהעקרונית,"תיק עור, עניבה ונושא משמעותי לא פתור (4, 7)",11,דוד זהבי,333
חבקוק,נביא שהסתבך בפלילים (5),5,דוד זהבי,333
מגדלדוד,"בירושלים לפני נדה? מה זה? (4, 3)",7,דוד זהבי,333
שובראתהכלימ,"מי לך, התאר? לא מסכים להמשיך ככה (4, 2, 5)",11,דוד זהבי,333
מבטנומלידה,"ראיה, שן באזור שלה מאז שהיה קטן (4, 6)",10,דוד זהבי,333
יובלסגל,"השחקן טוען שלצוות תהיה הנהגה (4, 3)",7,דוד זהבי,333
הבטחתמ,"ראה, הוא התחייב ואתם צריכים לקיים (6)",6,דוד זהבי,333
קרטונ,משטח נייר חזר וטען שהדוקטור לא רצה לדבר (5),5,דוד זהבי,333
ראמנ,מאכל מזרחי פריך לפני שלוש (4),4,דוד זהבי,333
גל,אשפה על אותו אורך (2),2,דוד זהבי,333
האושר,ראה/י 5 מאונך,5,דוד זהבי,333
מטחנתבשר,"תודיע על נצחון היופי במטבח (5, 3)",8,דוד זהבי,333
בקרב,קבר באמצע (4),4,דוד זהבי,333
דוקרניות,יש להן שתי פינות אז כדאי לשמור מהן מרחק (8),8,דוד זהבי,333
משרבטות,חייל זוטר באלה שזזות ומקשקשות (7),7,דוד זהבי,333
דבקמגע,"קם, גדע וחבר (3, 3)",6,דוד זהבי,333
קשהבלעדיכ,"שיר מהאייטיז דורש שתעזור לאלו שרואים אותך לשתות (3, 6)",9,דוד זהבי,333
דוקטור,תלונה כפולה על הסמכה (6),6,דוד זהבי,333
אהרוני,הטבח מצא הר וניסה לטפס (6),6,דוד זהבי,333
הטרוגניות,"לא מרוצה בין הכיפופים, וזו המורכבות (9)",9,דוד זהבי,333
הלמקרב,"לתבלין יש יכולת לחבר, אבל זו הפרעה (3, 3)",6,דוד זהבי,333
טענלכתר,"שתול, לא נשאר, חפש את זה שרצה להיות מלך (3, 4)",7,דוד זהבי,333
אקליפטוס,"לא אהיה קשה עם מרכז חיפה, עוף ועץ (8)",8,דוד זהבי,333
דגימ,מזל שחוזר ומברר על מזל (4),4,דוד זהבי,333
נחמההנדל,"הזמרת הסבירה שזה לא נורא שיש רגלים רבות (4, 4)",8,דוד זהבי,333
מבוהל,שלמתם בו הלוואה וזה מפחיד אותו (5),5,דוד זהבי,333
פיקניק,"מספיק ניקינו, עכשיו נאכל בחוץ (6)",6,אודי הרשקוביץ,334
תרנגולהודו,"בעל חיים שמח עם כדור קטן מסביב? תסכימו (6, 4)",10,אודי הרשקוביץ,334
מנ,"עם 25 מאונך. בשדה תעופה, גם בירושלים (4)",2,אודי הרשקוביץ,334
תורנ,זה הזמן שלהן בספינה (4),4,אודי הרשקוביץ,334
קווימלדמותו,"מה שמאפיין אותו זה קומתו ולימוד לא מסודר (5, 6) (מ)",11,אודי הרשקוביץ,334
תשליכ,בגלל שעבדת במטבח תחזור בראש השנה (5),5,אודי הרשקוביץ,334
ביגוניה,פרח שנמצא בעצביה (7),7,אודי הרשקוביץ,334
תיקונקוראימ,"כשאין נצחון, צחצחו את הרמטכ""לים בשביל לקרוא בתורה (5, 6) (מ)",11,אודי הרשקוביץ,334
חילופיגברי,"בגיר אחרי הבחירות בדרך כלל (6, 4)",10,אודי הרשקוביץ,334
מריחהדמ,"מרגישה שיש לה טרף מהחדרים (5, 2)",7,אודי הרשקוביץ,334
סטרילי,הכי אותי באופן נקי (6),6,אודי הרשקוביץ,334
להמיר,צריך להחליף להם יריבים (5),5,אודי הרשקוביץ,334
למקמ,איפה לשים? אחרי כל צל (4),4,אודי הרשקוביץ,334
חת,ראה/י 5 מאונך,2,אודי הרשקוביץ,334
מתחצפ,כשרמת הלחץ עולה על פני השטח הוא לא מתנהג יפה (5),5,אודי הרשקוביץ,334
ביתמרקחת,"בתוכי תנקה אימה כשצריך תרופה (3, 5) (עם דוד זהבי)",8,אודי הרשקוביץ,334
וגנר,מה שהוא חיבר לא מנוגן רבות אצלנו (4),4,אודי הרשקוביץ,334
גילססובר,"השחקן, שמחה ושלמה מחוץ לשירותים (3, 5)",8,אודי הרשקוביץ,334
נתנגושנ,"שר שהביא ארץ עתיקה (3, 4)",7,אודי הרשקוביץ,334
נוכחימ,"כשהם פה, יש לנו כח ימני (6)",6,אודי הרשקוביץ,334
לחבקולפנק,"להפגין חבה לזה שצריך לשלם עם רעש של יריות (4, 5)",9,אודי הרשקוביץ,334
הומלנד,סדרה מספיק במדינה (6),6,אודי הרשקוביץ,334
נאורימ,אנשים אורבנים מתקדמים יותר (6),6,אודי הרשקוביץ,334
סטרפטוקוק,החיידק הכה ללא נצחון ורב (9),9,אודי הרשקוביץ,334
ויולדי,הוציאו את התינוק בניצחון של המלחין (6) (ח),6,אודי הרשקוביץ,334
ראשגדול,"שומר פעמיים כשהמפקד מסביב? רואים שהוא משקיע (3, 4)",7,אודי הרשקוביץ,334
מלאישמחה,"חתך את האדם שהביע התנגדות והם ממש מאושרים (4, 4)",8,אודי הרשקוביץ,334
רחוק,יגיע לטווח מהעין או מהלב (4),4,אודי הרשקוביץ,334
מתמרמרימ,לא מרוצים מפרי הנביאה (8),8,אודי הרשקוביץ,334
ירכית,תכירי את החולצה (5),5,אודי הרשקוביץ,334
הפליאה,ראה/י 5 מאוזן,6,דוד זהבי,335
משניהסוגימ,"אדום, לך אחורה במים, כך לא חייבים לבחור (4, 6)",10,דוד זהבי,335
לא,"עם 26 מאוזן תייר מצווה עליך לכבד הורה (2, 5)",2,דוד זהבי,335
מבלה,למה טוב לו? (4),4,דוד זהבי,335
שכרונמעמקימ,"יכול להיות מסוכן שוב, איזהו שעמד אתן וקנה? (5, 6)",11,דוד זהבי,335
פולחנ,טקס שנחזור ונעבור (5),5,דוד זהבי,335
רפיאלול,"ח""כ לשעבר שבשבילו מילה זו מילה, שוב (3, 4)",7,דוד זהבי,335
בכפופלשימוע,"ההליך יקרה אולי, כי כופל שי מועף (5, 6) (מ)",11,דוד זהבי,335
כתמולשלשומ,"מעך את הלכלוך שלו לירק ללא שינוי (5, 5)",10,דוד זהבי,335
יתמקדבה,"יקדיש לה תשומת לב בדקה, מתי? (5, 2)",7,דוד זהבי,335
שקדנימ,לא מתרומם בזמן רב והם משקיעים מאמץ (6),6,דוד זהבי,335
מתממש,"זה קורה, אין שום סיכוי שהוא חי (5)",5,דוד זהבי,335
הדסה,קול ולא יותר בבית החולים (4),4,דוד זהבי,335
מי,"עם 8 מאוזן. שאלת המוביל, זז בתוכו יצור (2, 4)",2,דוד זהבי,335
למרבה,"עם 7 מאונך. תני עדיפות למיכאלי באם, זה לא צפוי (5, 6)",5,דוד זהבי,335
רופאנשימ,"אציל את דני, זה מקצוע תובעני (4, 4)",8,דוד זהבי,335
בראש,ראה/י 25 מאונך,4,דוד זהבי,335
יעלולרגל,"יש חשש שהוא יאסוף מידע מבחוץ והם יתקבצו (4, 4)",8,דוד זהבי,335
הבריזלי,"תן דב קטוע ראש שלא הגיע לפגישה שלנו (5, 2)",7,דוד זהבי,335
לאנכונ,"במה רצה לפגוע? שקר! (2, 4)",6,דוד זהבי,335
מחלפהסירה,"ותר פה והורידה באזור המרכז (4, 5)",9,דוד זהבי,335
לאנמנע,"מרשה לעצמו אחרי שתיים כי יש לכלן (2, 4)",6,דוד זהבי,335
פרגמטי,יודע להשתנות וממספר גם טיוטות (6),6,דוד זהבי,335
שמוליקסגל,"השחקן שם מאה בין הח""כ לעיתונאי (6, 3)",9,דוד זהבי,335
שוממימ,ריקים ומאד יבשים (6),6,דוד זהבי,335
דיפלומה,לא צריך יותר מכמה שערות על הקיר (7),7,דוד זהבי,335
דומיממאד,"קשה להבדיל בין תוצאה כפולה של עיבוי (5, 3)",8,דוד זהבי,335
ומוס,"בקרב שוב יש קריאת עידוד (4) (ח) (ע""פ אודי ה.)",4,דוד זהבי,335
הצעתפשרה,"כדי להגיע להסכמה, שוב גבוה הרתיח טיפ (4, 4)",8,דוד זהבי,335
מקומי,ראה/י 5 מאונך,5,דוד זהבי,335
הרמלינ,היה ראש גבוה ולא מרוצה (6),6,אודי הרשקוביץ,336
שלומברקימא,"ההודעה שלי שייכת לו לפני התואר: לא עוד מלחמה (4, 2, 4) (ח)",10,אודי הרשקוביץ,336
נכ,עם 25 מאונך. לא הופתע שוב כשהתקרב מדי לאש (4),2,אודי הרשקוביץ,336
כמהה,נורא רוצה לדעת ולכן שאלה באופן זה (4),4,אודי הרשקוביץ,336
דניאלפרידמנ,"פעם שר שופט ילמד לו לחם (5, 6)",11,אודי הרשקוביץ,336
אפולו,אל תעשו בשבילו משהו בתנור (5),5,אודי הרשקוביץ,336
עצאופלי,"יועץ פלא בשביל להחליט (2, 2, 3)",7,אודי הרשקוביץ,336
בסיסינתונימ,"מכילים המון מידע כשהם אצל הנשיא (5, 6)",11,אודי הרשקוביץ,336
מריאנטואנט,"את המלכה נטאטא ונרים (3, 7)",10,אודי הרשקוביץ,336
מתיכספי,"שר ומצפה להחזר (3, 4) (ע""פ דוד זהבי)",7,אודי הרשקוביץ,336
איכשהו,וכשהיא עושה את זה בסופו של דבר  (6),6,אודי הרשקוביץ,336
יבוסי,נשמע כמו הכי הרבה תוצרת חוץ שהיה פה פעם בארץ (5),5,אודי הרשקוביץ,336
ינאי,ראה/י 8 מאוזן,4,אודי הרשקוביץ,336
וה,ראה/י 5 מאונך,2,אודי הרשקוביץ,336
נשיאה,זו הרמה? זה הכי גבוה שהוא בנה? (5),5,אודי הרשקוביץ,336
עלאמהדרכ,"בצומת הדם לא התערבב, בערך (2, 2, 4)",8,אודי הרשקוביץ,336
מיכל,"עם 22 מאונך. בחדש הזה יש חפץ בין שחקנית (4, 4)",4,אודי הרשקוביץ,336
אמותמידה,"תהרוג אותי לפי הכללים (4, 4) (מ)",8,אודי הרשקוביץ,336
הבימטאל,"לא מביטה על הסגנון הזה (3, 4) (מ)",7,אודי הרשקוביץ,336
פרומיל,בעד מרחק קטן מאוד (6),6,אודי הרשקוביץ,336
פיניגרשונ,"מאמן שזורם בנהר תנ""כי (4, 5)",9,אודי הרשקוביץ,336
יופיטר,צדק המנהל שהפנים שוב את הרמז (6),6,אודי הרשקוביץ,336
יריבימ,קרב בין ספינות של אויבים (6),6,אודי הרשקוביץ,336
אילנהדיינ,"עיתונאית מבררת היכן ישנה נסיכה עם מטבע (5, 4) (מ)",9,אודי הרשקוביץ,336
תכאיבי,לא תעשי נעים כשהוא שוב יספק קבוצה (6),6,אודי הרשקוביץ,336
כמדומני,"אני חושב שזה כבד, ובני החליף את הבלם (7)",7,אודי הרשקוביץ,336
נונימוזס,"מצד שני, אפס היא הכמות המתאימה לעורך (4, 4)",8,אודי הרשקוביץ,336
נושא,משרה כלים באחריות (4),4,אודי הרשקוביץ,336
יומשלישי,"יודגם אלי בכל שבוע (3, 5)",8,אודי הרשקוביץ,336
ונדטה,נקמתו של בונד טהורה (5),5,אודי הרשקוביץ,336
מלכותי,חתך גר מפוקפק עם סטייל (6),6,דוד זהבי,337
מפולפלהיטב,"ילפף להם טוב עם הרבה תבלינים (6, 4)",10,דוד זהבי,337
בו,"(עם 5 מאוזן) באמצע תבור כתחליף מיידי (2, 5)",2,דוד זהבי,337
רבנל,ראה/י 25 מאונך,4,דוד זהבי,337
פרסומתסמויה,"מקדמת מכירות ויובל איננו באסתר המלכה למשל (6, 5)",11,דוד זהבי,337
יאייר,יעסוק באומנות כמעט שבוע אחרי יום העצמאות (5)(מ),5,דוד זהבי,337
דורמיכה,"לפי הספורטאי, כשיגיע זמנם תהיה אלימות (3, 4)",7,דוד זהבי,337
ארוחתטעימות,"קטפו פחד טוב בעזרת סוף עם הרבה מנות קטנות (5, 6)",11,דוד זהבי,337
שמורתהחולה,"שים עין על משקה בעייתי בצפון (5, 5)",10,דוד זהבי,337
שכבתאפר,"רב בעיר לפני בהמה שמעידה על שרפה עתיקה (4, 3)",7,דוד זהבי,337
חרסינה,בחרה ארץ שעלולה להשבר (6),6,דוד זהבי,337
עלהלי,"בעלי תבלין: שלמתי! (3, 2)",5,דוד זהבי,337
מארב,נועד לתפוס תואר ותפקיד(4),4,דוד זהבי,337
